Title,Business Category,Body,Trip Advisor ID,Quarter,Address Line 1,Address Line 2,Town,Postcode,Longitude,Latitude,Telephone Number,Website,Email Address,Monday Opening Times,Tuesday Opening Times,Wednesday Opening Times,Thursday Opening Times,Friday Opening Times,Saturday Opening Times,Sunday Opening Times,Bank Holiday Opening Times,Facebook,Instagram,Twitter,Youtube
Body Care Plus,"Health and Beauty, Beauticians, Fitness","Body Care Plus cater for all your sports, fitness, injury and; sports
rehabilitation needs under one roof, in the heart of Ipswich. They've
gained a reputation as a specialist sports and injury clinic but the
broad range of services enable them to offer so much more. 
Body Care Plus
provides total body solutions to help you look and feel great inside and
out.
Services include; dry needling, sports
massage, intense personal training sessions, highly rewarding pilates
classes and a beauty salon featuring Pevonia products,
CACI non surgical facelift and a wide range of treatments.
Classes are tailored for everyone, regardless of age or ability.",,Saints,17 Fore Street,,Ipswich,IP4 1JW,1.159387,52.0549281,01473 211996,www.bodycareplus.co.uk,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,08:00 - 16:00,CLOSED,CLOSED,https://www.facebook.com/bodycareplusPT,https://www.instagram.com/bodycareplusipswich/,https://twitter.com/bodycareplus,
John Olivers Hairdressing The Retreat,"Health and Beauty, Hairdressers and Barbers","Situated in Grade II Listed Elizabethan building, the atmosphere at the 'The Retreat' is intended to be calm and relaxing, with ambient music and high standard of hospitality. Relax in our massaging back wash chairs and a enjoy a complimentary scalp massage too.",#N/A,Saints,15 Fore Street,,Ipswich,IP4 1JW,1.1595017,52.0550258,01473 286363,www.johnolivers.com,,09:00 - 17:00,08:00 - 18:00,08:00 -18:00,09:00 - 18:00,08:00 -19:00,CLOSED,CLOSED,CLOSED,,,https://twitter.com/JohnOliverHair,
Hair by Glen Dale,"Health and Beauty, Hairdressers and Barbers","The complete hair styling service for men, women and children.",#N/A,Saints,13 Fore Street,,Ipswich,IP4 1JW,1.1593437,52.0550672,01473 517729,www.glen-dale.co.uk,,08:45 - 17:30,08:45 - 17:30,08:45 -17:30,08:45 - 19:30,08:45 -18:30,CLOSED,CLOSED,CLOSED,https://www.facebook.com/HairByGlenDale/,,,
Applaud Coffee,"Food and Drink, Bakery and Sandwiches, Sweets Chocolate and Desserts, Tea Houses Coffee Shops and Cafes","Artisan coffee and home-baked cakes.
Applaud Coffee was established in 2013 by Suffolk sisters Hannah and Beth. Set among the independent and artisan retailers of The Saints in Ipswich, they serve an award winning espresso blend alongside a changing single origin coffee. All of their cakes and scones are baked on site in their little kitchen and they also serve breakfasts and seasonal lunches. Their courtyard garden is a favourite of many and they also work closely with businesses on the street on street evening events.",4552284,Saints,19 St Peter's Street,,Ipswich,IP1 1XF,1.1533934,52.0542632,01473 808142,www.applaud-coffee.co.uk,,08:30 - 16:00,08:30 - 16:00,08:30 -16:00,08:30 - 16:00,08:30 -16:00,09:30 - 16:00,Closed,Closed,https://www.facebook.com/Applaud-Coffee-348570148578606/,https://www.instagram.com/applaud_coffee/,https://twitter.com/applaud_coffee,
Frame Workshop and Gallery,"Shopping, Home and Garden","Frame Workshop has been providing a bespoke framing service since 1984 from my premises in St. Nicholas street, Ipswich. I am committed to providing the best service at the best price. All the mouldings come from sustainable sources and all the mount boards and tapes are conservation quality. Items I have framed include: brass rubbings, sports shirts, skateboards, shoes, embroidery, boxing gloves, watercolours, oils and sketches. Please visit my shop and see for yourself the range of products and services I can offer you. I will be happy to answer any enquiries that you have.",,Saints,22 St Nicholas Street,,Ipswich,IP1 1TJ,1.1523881,52.0554697,01473 400692,www.frameworkshop.org.uk,,10:00 - 17:00,09:00 - 17:00,09:00 -17:00,09:00 - 17:00,09:00 -17:00,09:00 - 18:00,CLOSED,00:00 - 09:00,,,,
The Italian Shirt Shop,"Shopping, Clothing","Bringing Italian style to the UK

The shop supplies beautifully made Italian shirts and jackets at surprisingly affordable prices as I travel to Italy at least every two months to purchase shirts and jackets direct from the factories in Naples, Florence and Bologna.

",#N/A,Saints,17 St Peter's Street,,Ipswich,IP1 1XF,1.1526064,52.0554822,01473 218658,www.antoniobellini.com,,CLOSED,10:00 - 18:00,10:00 -18:00,10:00 - 18:00,10:00 -18:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/TheItalianShirtShop1/,,,
Purity,"Health and Beauty, Beauticians","At Purity we are dedicated to providing you with the best service possible. From sourcing the best products and treatments, providing a relaxing, friendly atmosphere and providing those special touches, we want our clients to realise that they are our priority.
We have sourced the finest products, trained to the highest standards and offer 100% professionalism to enhance your salon experience. Offering Guinot face and body treatments, O.P.I Manicures and Pedicures, Gelish nails, Mii make-up, Waxing, Electrolysis, Massage and much more, we can cater for your every need.
Our aim is to be the most sought after beauty salon in Ipswich,eventually reaching a Guinot Crown Salon status.
Please note purity is open the 1st Sunday of every month and not every Sunday.",#N/A,Saints,30 St Peter's Street,,Ipswich,IP1 1XB,1.1533701,52.0538041,01473 225800,www.puritybeautyipswich.co.uk,,09:00 - 18:00,09:00 - 19:00,09:00 - 18:00,09:00 - 20:00,09:00 -18:00,12:00 - 17:00,10:00 - 16:00 (first Sunday of the month only),CLOSED,https://www.facebook.com/PurityBeautyIpswich,https://www.instagram.com/puritybeautyipswich/,https://twitter.com/purityipswich,
Jenny Wren's Yarns,"Shopping, Books Crafts and Stationary","Jenny Wren's sells beautiful yarns for hand knitting and crochet from Rico, Fyberspates, Katia, King Cole, West Yorkshire Spinners and more. They also stock Knit Pro needles and hooks and a wide range of accessories including knitting bags. Don't know how to knit or crochet? No problem as they offer a great range of classes from beginner level to advanced techniques. They also hold social knit groups at the shop, everyone is welcome and tea and cake is always available. Find all the details on our website http://jennywrensyarns.co.uk/""  "" data-saferedirecturl=""https://www.google.com/url?hl=en-GB&q=http://jennywrensyarns.co.uk&source=gmail&ust=1532522159124000&usg=AFQjCNHFL3CJdpC3J2fMpCVcD95OXPFKtAjennywrensyarns.co.uk.",8414331,Saints,14 St Peter's Street,,Ipswich,IP1 1XB,1.1532328,52.0541155,01473 805208,www.jennywrensyarns.co.uk,,Closed,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,10:00 - 17:00,Closed,Closed,https://www.facebook.com/jennywrensyarns/,,https://twitter.com/JennyWrensYarns,
Antonio Giovanni,"Health and Beauty, Hairdressers and Barbers",We have been trading in Ipswich for over 25 years and pride ourselves on tailoring our hairdressing to clients individual needs in a relaxed and fun atmosphere.,,Saints,45 St Nicholas Street,,Ipswich,IP1 1TW,1.1526829,52.0549324,01473 214924,www.antoniogiovanni.co.uk,,09:00 - 17:30,09:00 - 17:30,09:00 -17:30,09:00 - 19:00,09:00 -17:30,09:30 - 17:30,CLOSED,00:00 - 10:30,https://www.facebook.com/Antonio-Giovanni-Ipswich-hairdressers-137692526290330/,,https://twitter.com/aghair,
Aspects Health & Beauty Clinic,"Health and Beauty, Beauticians","We are a health and beauty salon situated in the town centre of Ipswich, offering the following beauty treatments:



•	Facial treatments 

•	Eye and brow treatments 

•	Hand and foot care 

•	Massages 

•	Make up 

•	Body treatments

•	Hair removal by waxing 

•	Hair removal by electrical epilation 

•	Hair reduction by intense pulse light (IPL) 

•	Nutritional beauty supplements ",#N/A,Saints,43 St Nicholas Street,,Ipswich,IP1 1TW,1.1527926,52.0549678,01473 222215,www.aspects-online.co.uk,,09:00 - 17:30,09:00 - 19:00,09:00 -17:30,09:00 - 17:30,09:00 -17:30,11:00 - 23:00,CLOSED,00:00 - 11:00,,,,
RSPCA,"Shopping, Budget Charity and Convenience",Charity shop selling goods to raise funds to support the RSPCA animal care centre and clinic in Ipswich,,Saints,1-3 Tacket Street,,Ipswich,IP4 1AU,1.1566159,52.0561015,01473 253420,www.ipswich-rspca.org.uk,,09:00 - 17:00,09:00 - 17:00,09:00 -17:00,09:00 - 17:00,09:00 -17:00,12:00 - 23:00,CLOSED,CLOSED,https://www.facebook.com/RSPCA/,,https://twitter.com/RSPCA_official,https://www.youtube.com/user/rspcauk
T C Barbershop,"Health and Beauty, Hairdressers and Barbers",Turkish Barber,#N/A,Saints,8 Tacket Street,,Ipswich,IP4 1AY,1.1564858,52.0558222,0752 822 8339,,,09:00 - 18:00,09:00 - 18:00,00:00 -00:00,09:00 - 19:00,09:00 -19:00,CLOSED,09:00 - 16:00,CLOSED,https://www.facebook.com/TurkishBarbersIpswich/,,,
The House in Town,"Shopping, Home and Garden","Situated next to the long established 'Mauds Attic' and 'Merchant House Interiors', The House In Town is a new and exciting brand in Ipswich's funkiest Street. Using room settings to showcase it's unique range of products, The House In Town offers a wide selection of furniture, mirrors, lighting, gifts - and much much more! Come and pay us a visit for a totally enjoyable shopping experience!

",#N/A,Saints,23 St Peter's Street,,Ipswich,IP1 1XF,1.1533506,52.0539526,01473 211145,www.houseintown.co.uk,,11:00 - 15:00,10:00 - 17:00,10:00 -17:00,10:00 - 17:00,10:00 -17:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/HouseInTown/,,,
Myrtle and Mint,"Shopping, Home and Garden","Myrtle and; Mint opened in 2009 and brings together a love of English country flowers with an evocative yet informal style of bespoke floral design.



Devoted to arranging beautiful flowers from our flower shop on St Peter's Street, Ipswich. We simply fill the shop with gorgeous seasonal flowers we love, with the idea that you will be inspired and want to take them home too. We are always on hand to help and advise you on your choice of flowers, plants or accessories for your home. We have an eclectic mix of vintage and contemporary vases available whilst we also stock candles from the Cornish company St Eval.

If you are unable to visit you can always take inspiration from our new online shop, journal or portfolio.",#N/A,Saints,13 St Peter's Street,,Ipswich,IP1 1XF,1.1535298,52.0542154,01473 218799,myrtleandmint.com,,CLOSED,09:00 - 17:00,09:00 -17:00,09:00 - 17:00,09:00 -17:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/myrtleandmint,,https://twitter.com/MyrtleandMint,
Iceland,Food and Drink,"Iceland is one of Britain's fastest-growing and most innovative retailers, recognised as one of the best companies to work for in the UK.",,Central,Sailmakers,Tavern Street,Ipswich,IP1 3BB,1.1540978,52.0586693,01473 233928,www.iceland.co.uk,,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,10:00 - 16:00,08:00 - 18:00,https://www.facebook.com/icelandfoods,https://www.instagram.com/icelandfoods/,https://twitter.com/IcelandFoods,https://www.youtube.com/user/IcelandFoods?feature=watch
@Twenty5,"Food and Drink, Best of British",,6732992,Saints,25 St Nicholas Street,,Ipswich,IP1 1TW,1.1526673,52.0553013,01473 287625,,,11:30 - 23:00,11:30 - 23:00,11:30 -23:00,11:30 - 23:00,11:30 -23:00,11:30-23:00,Closed,,https://www.facebook.com/AtTwenty5/,,https://twitter.com/twenty5_ipswich,
Renaissance,"Health and Beauty, Hairdressers and Barbers","Hair salon, design and photography.",#N/A,Saints,24 Tacket Street,,Ipswich,IP4 1BA,1.1573464,52.0557306,01473 225300,www.renaissancehairteam.co.uk,,09:00 - 17:30,09:00 - 17:30,09:00 -09:00,10:00 - 20:00,09:00 -17:30,12:00 - 23:00,CLOSED,CLOSED,https://en-gb.facebook.com/renaissancehairteam/,,,
Jonty's,"Shopping, Clothing",,#N/A,Saints,26 Tacket Street,,Ipswich,IP4 1BA,1.1574501,52.0557331,01473 214571,,,CLOSED,10:00 - 17:00,10:00 -10:00,10:00 - 17:00,10:00 -17:00,CLOSED,CLOSED,CLOSED,,,,
Bodylines,"Health and Beauty, Beauticians","Bodylines Beauty Salon, Ipswich, has an extensive range of facial and body treatments to take great care of your body. Our facial treatments are designed to prevent the signs of aging, repair, exfoliate and give more radiant skin. Our body treatments help get your skin into the perfect condition as well as feeling firmer and shaping your body.

We have manicures and pedicures to keep your nails in tip top condition, eyebrow and eyelash treatments tailored perfectly for you and hair removal when unwanted hair is a prickly problem. Take a look, book an appointment and feel great at Bodylines",#N/A,Saints,44 Tacket Street,,Ipswich,IP4 1BA,1.1581702,52.0555527,01473 258086,www.bodylinesbeautysalon.com,,09:00 - 17:00,09:00 - 17:30,09:00 -17:00,09:00 - 20:00,09:00 -17:30,08:00 - 16:00,CLOSED,CLOSED,https://en-gb.facebook.com/BodylinesBeauty/,,,
The Suffolk Bridal Company,"Shopping, Clothing","The Suffolk Bridal Company is owned by Suzanne and Kevin, who are good friends and have many years of experience between them. Suzanne has been in the bridal industry for 27 years advising brides, mother of the bride and guests on styling and accessories. Kevin who also had Calla's Floral Designs in Ipswich for the last 11 years brings his own unique flair and creativity to the company.



This bridal shop brings a new dimension to the wedding experience, an elegant and chic taste of a London boutique, in an intimate and local setting providing outstanding service from our knowledgeable consultants in a friendly and professional environment.",#N/A,Saints,2 Orwell Place,,Ipswich,IP4 1BB,1.158373,52.0554285,01473 253040,www.thesuffolkbridalcompany.co.uk,,10:00 - 17:00,10:00 - 17:00,10:00 -17:00,10:00 - 17:00,10:00 -17:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/TheSuffolkBridalCompany/,,https://twitter.com/suffolkbridalco,
Soleil Tanning Salon,"Health and Beauty, Beauticians","Soleil Tanning and Beauty salon is a friendly, stylish and comfortable environment to relax and be pampered. Based in Colchester, Clacton, Mottingham-London and Crayford-Kent, we offer a full range of treatments ranging from the ultimate tanning experience, holistic treatments, manicures/pedicures, waxing, HD Brows and much more.",#N/A,Saints,9 Orwell Place,,Ipswich,IP4 1BD,1.1590288,52.0555602,01473 400826,www.soleiltanning.co.uk,,09:00 - 21:00,09:00 - 21:00,09:00 -21:00,09:00 - 21:00,09:00 -21:00,12:00 - 23:00,10:00 - 18:00,10:00 - 00:00,https://www.facebook.com/soleiltanningstudioipswich/,,https://twitter.com/tanning_soleil,
Cambios,"Health and Beauty, Hairdressers and Barbers",,#N/A,Saints,11 Orwell Place,,Ipswich,IP4 1BD,1.1590288,52.0555602,01473 806167,cambios.me.uk,,09:00 - 18:00,09:00 - 18:00,09:00 -18:00,09:00 - 19:00,09:00 -18:00,08:00 - 18:00,CLOSED,00:00 - 07:30,,,,
The Fair Trade Shop,"Shopping, Home and Garden","Shop selling fairly traded and environmentally friendly products, eg. food, cards, craft , bags, scarves, jewellery, rugs and textiles.

Run by volunteers as a non profit-making business",,Central,20a Upper Brook Street,,Ipswich,IP4 1EB,1.1560281,52.0569593,01473 288225,www.thefairtradeshopipswich.co.uk,,09:30 - 16:30,09:30 - 16:30,09:30 -09:30,09:30 - 16:30,09:30 -16:30,CLOSED,CLOSED,CLOSED,https://www.facebook.com/The-Fair-Trade-Shop-Ipswich-549878738394229/,,https://twitter.com/FairTrade_Ips,
PC Spares World,"Shopping, Electrical","Repair, build and upgrade computers as well as parts sales.",,Eastgate,1-3 Eagle Street,,Ipswich,IP4 1JA,1.1601495,52.055479,01473 413608,www.pcsparesworld.com,,11:30 - 18:00,11:30 - 18:00,11:30 -18:00,11:30 - 18:00,08:00 -20:00,12:00 - 23:00,CLOSED,CLOSED,,,,
Central City Comics,Shopping,,#N/A,Eastgate,4 Eagle Street,,Ipswich,IP4 1JB,1.1598255,52.0553972,01473 233017,,,10:00 - 18:00,10:00 - 18:00,10:00 -18:00,10:00 - 18:00,10:00 -18:00,09:00 - 19:30,CLOSED,CLOSED,https://en-gb.facebook.com/Central-City-Comics-140324592668074/,,,
I-Scream,"Food and Drink, Sweets Chocolate and Desserts","A unique 'takeaway' ice cream parlor. We make to order ice cream sundaes, shakes, splitz and floats all to takeaway.
The shop stocks a huge number of ice creams to choose from and thousands of flavour combinations.
The business has been in Ipswich since 1999 and is family run.",2495894,Saints,31 St Peter's Street,,Ipswich,IP1 1XF,1.153531,52.054229,01473 421375,,,11:00 - 17:00,11:00 - 17:00,11:00 -17:00,11:00 - 17:00,11:00 -17:00,11:00 - 17:00,11:00 - 17:00,11:00 - 17:00,https://www.facebook.com/i-scream-Ipswich-237825766059/,https://www.instagram.com/iscreamipswich/?hl=en,,
Cash Exchange,"Shopping, Budget Charity and Convenience",,,Saints,12 Tacket Street,,Ipswich,IP4 1AY,1.156707,52.0559406,01473 210183,,,09:00 - 17:00,09:00 - 17:00,09:00 -17:00,09:00 - 17:00,09:00 -17:00,09:30 - 17:00,CLOSED,CLOSED,https://www.facebook.com/ipswichcashexchange/,,,
Cake Supreme,Food and Drink,,#N/A,Saints,42 Tacket Street,,Ipswich,IP4 1BA,1.1580808,52.0556001,01473 257206,www.cakesupremeipswich.com,,09:00 - 16:00,09:00 - 16:00,09:00 -16:00,09:00 - 16:00,09:00 -16:00,08:00 - 15:30,Closed,Closed,,,,
Kersey Opticians,"Health and Beauty, Opticians",Kersey Opticians is an independent practice based in Ipswich that has been established for over 40 years. We offer a friendly and helpful service that is always professionally maintained by professional optical staff.,#N/A,Saints,22 Tacket Street,,Ipswich,IP4 1BA,1.1572637,52.0557642,01473 406567,www.kerseyopticians.com,,11:00 - 17:00,09:00 - 17:00,09:00 -09:00,09:00 - 17:00,09:00 -17:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/Kersey-Opticians-187313112433/,,,
Eastern Savings and Loans,"Professional Services, Financial and Legal Services",,,Westgate,58 Westgate Street,,Ipswich,IP1 4ED,1.1496302,52.0589977,0333 600 0690,www.eslcu.co.uk,,09:30 - 16:00,09:30 - 16:00,09:30 -16:00,09:30 - 16:00,09:30 -16:00,08:30 - 17:30,CLOSED,CLOSED,,,,
Victoria's Bakery,"Food and Drink, Bakery and Sandwiches",,,Saints,6 Tacket Street,,Ipswich,IP4 1AY,1.1564323,52.0558696,01473 253547,,,07:00 - 16:00,07:00 - 16:00,07:00 -16:00,07:00 - 16:00,07:00 -16:00,CLOSED,CLOSED,CLOSED,,,,
Santander,"Professional Services, Financial and Legal Services","The Santander Group is a Spanish banking group centered on Banco Santander, S.A. and is the largest bank in the Eurozone by market value. It is one of the largest banks in the world in terms of market capitalization.",,Eastgate,1-3a Carr Street,,Ipswich,IP4 1DS,1.1566472,52.0576744,0800 912 3123,www.santander.co.uk,,09:00 - 17:00,09:00 - 17:00,10:00 -10:00,09:00 - 17:00,09:00 -17:00,12:00 - 23:00,CLOSED,CLOSED,https://www.facebook.com/santanderuk/,,https://twitter.com/santanderuk,https://www.youtube.com/user/UKSantander
Merchant House Interiors,"Shopping, Home and Garden","Household and garden furniture and ornament lighting, mirrors and gifts.",,Saints,27-29 St Peter's Street,,Ipswich,IP1 1XF,1.1526762,52.0552484,01473 221054,,,11:00 - 16:00,10:00 - 17:00,10:00 -10:00,10:00 - 17:00,10:00 -17:00,CLOSED,CLOSED,CLOSED,,,,
Mauds Attic,"Shopping, Cards and Gifts, Home and Garden","Mauds Attic is an eclectic mix of jewellery and gifts, furniture, lighting, and much much more. An independent retailer trading from a centuries old building in the historic Saints area of Ipswich.",,Saints,25 St Peter's Street,,Ipswich,IP1 1XF,1.1536027,52.0539559,01473 221057,,,11:00 - 16:00,10:00 - 17:30,10:00 - 17:30,10:00 - 17:30,10:00 - 17:30,10:00 - 17:00,CLOSED,CLOSED,,,,
Idelo Travel,"Professional Services, Travel and Transport","Do you have the desire to go away, discover the world and explore? Or is it just a short break to 'top up the tank'? Maybe it's time for the annual family holiday.

Whatever you are looking to do and wherever you would like to go, come down and be inspired at your local independent Ipswich Travel Agent.",,Saints,4 St Nicholas Street,,Ipswich,IP1 1TJ,1.1524572,52.0559134,01473 231181,www.idelotravel.co.uk,,09:30 - 17:00,09:30 - 17:00,09:30 -17:00,09:30 - 17:00,09:30 -17:00,CLOSED,CLOSED,CLOSED,,,,
London Diva,"Shopping, Clothing",,#N/A,,8 Dial Lane,,Ipswich,IP1 1DL,1.1544455,52.0573919,0750 510 1362,,,10:00 - 16:00,09:00 - 17:00,09:00 -17:00,09:00 - 17:00,09:00 -17:00,CLOSED,CLOSED,10:30 - 00:00,https://www.facebook.com/London-Diva-1429901440627833/,,,
Suffolk Chamber of Commerce in Greater Ipswich,"Professional Services, Financial and Legal Services","Business is at the heart of the community and the backbone in driving the Ipswich economy. Therefore, whether you're a new start business or a blue chip organisation, it's always good to know that you've got someone to rely on to help you promote, support and grow your business.

Ipswich Chamber of Commerce, part of the Suffolk Chamber of Commerce, is the largest independent private sector forum in the town, with an aim of supporting the needs of the local business community and in particular its Chamber members.

Ipswich Chamber is in a privileged position to support and represent local business interests. As the voice of Ipswich's business community, the Chamber, through its local board, as well as the County Chamber structures, is equipped to react and respond on behalf of businesses to local, regional, national and European issues.

Ipswich Chamber offers members a wide range of services and support to ensure that we always reflect a modern, changing business environment. The breadth and depth of what we offer ensures that members can operate more effectively and productively, secure in the knowledge that they have anactive, supportiveand well-respectedorganisation behind them.

Ipswich Chamber of Commerce is THE voice for the Ipswich business community.",,,Felaw Maltings,42 Felaw Street,Ipswich,IP2 8SQ,1.1581469,52.0493203,01473 680600,www.suffolkchamber.co.uk/ipswich_chamber_of_commerce,,09:00 - 17:30,09:00 - 17:30,09:00 -17:30,09:00 - 17:30,09:00 -17:30,CLOSED,CLOSED,CLOSED,,,https://twitter.com/IpswichCoC,
Marianna Boutique,"Shopping, Clothing","For fabulous clothes, shoes and accessories that make a stir, Marianna is the perfect destination.",#N/A,Saints,33a St Peter's Street,,Ipswich,IP1 1XF,1.1534203,52.0542822,01473 225666,www.mariannaboutique.co.uk,,10:00 - 17:00,10:00 - 17:00,10:00 -10:00,10:00 - 17:00,10:00 -17:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/MariannaIpswich/?fref=ts,https://www.instagram.com/mariannaboutique/,https://twitter.com/mariannaipswich,
Bethesda Baptist Church,"Things to Do, Arts & Culture",Bethesda Baptist CHurch is a classical style building built by the architect F G Faunch. The building opened in 1913 and seats 800 people as well as having a splendid gallery on three sides providing the best view of the interior,#N/A,Christchurch,9 St Margaret's Plain,,Ipswich,IP4 2BB,1.1567876,52.0593617,01473 255035,http://www.bethesdaipswich.com/,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,08:30 - 22:00,CLOSED,00:00 - 08:30,,,,
Christchurch United Reformed Baptist Church,"Things to Do, Arts & Culture","Designed in 1856 by local
architect Frederick Barnes
in the gothic Revival style
and built in Kentish
Ragstone with Caen stone
quoins, Christchurch Church can be found in the Blackfriars area of town. The interior has a
large gallery, cast iron
work and a stained glass
east window.",#N/A,Saints,Tacket Street,,Ipswich,IP4 1AU,1.1567106,52.0559519,,http://www.christchurch-ipswich.org.uk/,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,12:00 - 23:30,CLOSED,00:00 - 12:00,,,,
St Michaels Church,"Things to Do, Arts & Culture","The only church built in

the 19th Century in

Ipswich town centre was St Michaels Church.

Designed by E F Bishop

it was first consecrated in

1881 but unfortunately

destroyed by fire in 2011.

it will rise phoenix-like

from its ashes as a

community centre.",#N/A,Eastgate,Upper Orwell Street,,Ipswich,IP4 1HR,1.1598015,52.0564122,,,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,12:00 - 23:00,CLOSED,CLOSED,,,,
The Wheatsheaf,"Things to Do, History and Heritage","16th Century merchant's house, contemporary with the Ancient House (Buttermarket) without the addition of the lavish pargetting of the latter. Formerly the Wheatsheaf Public House, it is now occupied by a recruitment agency.",,Saints,26 Fore Street,,Ipswich,IP4 1JU,1.159841,52.0540271,,,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,,,,
St Clements Church,"Things to Do, History and Heritage","Built mainly in the 14th and early 15th Centuries, this handsome church was known as the 'sailors church'. The walls and the elegant tower reveal the attractions of dark knapped flintwork.",,Central,St Clement's Church Lane,,Ipswich,IP3 8AH,1.1656109,52.05291,,,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,12:00 - 23:00,CLOSED,CLOSED,,,,
Holy Trinity Church,"Things to Do, Arts & Culture",A rare georgian Church (one of Ipswich's best kept secrets) with a surprising and harmonious interior that includes a remarkable stained glass window commemorating the fallen of the parish in World War 1. Holy Trinity is the nearest active church to the university and Waterfront.,#N/A,,Back Hamlet/Fore Hamlet,Bishops Hill,Ipswich,IP3 9AJ,1.1709453,52.0499864,,,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,,,,
St Mary-at-Stock Church,"Things to Do, Arts & Culture","St Mary-at-stoke Chruch is an Anglican Church, which benefited from the Midas touch of William Butterfield, the Victorian gothic Revival architect who enlarged it in 1870/1. The site has origins which pre-date the Saxon era during which time Stoke (Saxon for stockade) was a fortified hill, cut off from the rest of the town by water and marshes.",#N/A,,Stoke Street,,Ipswich,IP2 8BX,1.1529859,52.0505202,,,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,12:00 - 23:00,CLOSED,CLOSED,,,,
St John's Church,"Things to Do, History and Heritage","Sir Arthur Blomfield's magnificent Victorian edifice replaced an earlier flint built church that had been-built at the same time as the Freehold Land Society developed 'California'. St John's has an intriguing and spacious interior with an east window in the memory of Church Warden, James Edward Ransome (Chairman RS&J) who lived at Home Leigh on Woodbridge Road.",#N/A,,Cauldwell Hall Road,,Ipswich,IP4 4QE,1.1821569,52.0597132,01473 270978,www.stjohnsipswich.org.uk/,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,12:00 - 23:00,CLOSED,CLOSED,,,,
St Bartholomew's Church,"Things to Do, History and Heritage","St Bartholomew stands guard over the double door entrance to this grand building. One of the finest churches of architect Charles Spooner, it was consecrated in 1895 but not finished until 1907. Superbly proportioned and ornately finished, the interior is surrounded by brick walls under a lofty roof with space for several alters and shrines.",#N/A,,Newton Road,,Ipswich,IP3 8HQ,1.1787365,52.0496297,,,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,12:00 - 23:00,CLOSED,CLOSED,,,,
Savers,"Shopping, Cosmetics","Health, beauty and household products.",,Central,29-33 Upper Brook Street,,Ipswich,IP4 1ED,1.1564127,52.0567366,01473 212017,www.savers.co.uk,,08:30 - 18:00,08:30 - 18:00,08:30 -18:00,08:30 - 18:00,08:30 -18:00,12:00 - 23:00,10:00 - 16:00,10:00 - 00:00,https://www.facebook.com/SaversHB/,https://www.instagram.com/savers_hb/,https://twitter.com/SaversHB,
Yorkshire Building Society,"Professional Services, Financial and Legal Services","Building society that offers a range of saving accounts, insurances and mortgages.",,Central,60-62 Tavern Street,,Ipswich,IP1 3AJ,1.1561309,52.0575838,01473 365965,www.ybs.co.uk,,09:00 - 17:00,09:00 - 17:00,09:30 -17:00,09:00 - 17:00,09:00 -17:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/yorkshirebuildingsociety/,https://www.instagram.com/yorkshirebuildingsociety/,https://twitter.com/yorkshire_bs?lang=en-gb,https://www.youtube.com/user/yorkshirebuildingsoc
The Mulberry Tree,"Food and Drink, Bars Clubs and Public Houses","The Mulberry Tree is a welcoming and friendly pub close to the centre of Ipswich. The pub has an impressive range of real ale's and real Cider's and Perry's as well as a good selection of bottled and tap lagers, wines and spirits. They host live music sessions every Friday and Saturday and some midweek evenings throughout the year.",,Eastgate,5 Woodbridge Road,,Ipswich,IP4 2AE,1.1595978,52.0582191,01473 225776,,,12:00 - 23:00,12:00 - 23:00,12:00 -12:00,12:00 - 23:00,12:00 -01:00,CLOSED,12:00 - 23:00,12:00 - 00:00,,,,
Menkind,"Shopping, Cards and Gifts",First stop shop for gadgets and accessories.,,Central,29 Tavern Street,,Ipswich,IP1 3DR,1.1552185,52.0577301,01473 808197,www.menkind.co.uk,,09:00 - 17:30,09:00 - 17:30,09:00 -09:00,09:00 - 17:30,09:00 -17:30,CLOSED,10:00 - 16:30,10:00 - 00:00,https://www.facebook.com/Menkind,,https://twitter.com/Menkind,
